text,label,stance
You will not #silence my message you will not mock my #God you will stop #killing my #generation.youth #SemST,1,abortion
RT @user RT if you're ready to help us defeat #AssistedSuicidelike we defeated #AbortionExpansion! #noPASny #SemST,1,abortion
@user every time @user pops up I think its you posting. #dyslexic #oneinthesame  #SemST,0,abortion
"#Abstinence proponent #BristolPalin, pregnant with second child, conceives of #humility.  #MirthControl #BirthControl #SemST",0,abortion
They were slaying their own souls when they offered up their sons & when they shed the blood of infants. #Augustine #Psalm106 #SemST,1,abortion
We're at a moment where we need the kind of intergenerational dialogue that RBG brings @user  @user Spotlight:Health #SemST,0,abortion
@user please consider the status of preborn girls as the most vulnerable women in society. #peivotes #SemST,1,abortion
The right to #choose? Thats a #lie! #babies don't choose to #die! Prolifeyouthgen #SemST,1,abortion
"'Amen, I say to you, whatever you did for one of these least brothers of mine, you did for Me.'  Mt 25:40  #ProLifeYouth #SemST",1,abortion
RT @user Im Prolife and Abortion has and will always be taking a life!  #ChooseLife #Christians #Prolife... #SemST,1,abortion
"There's a law protecting unborn eagles, but not  humans uh, idk if you've noticed, but there aren't 7 billion eagles around. #SemST",1,abortion
RT @user I will fight for the unborn! #SemST,1,abortion
@user so because #SCOTUS ruled fors you think everyone just threw their hands up and supported #LoveWins #SemST,0,abortion
"Justice Breyer et al think injections into arms of killers is heinous.  No word on acidic saline executing unborn babies, however.  #SemST",1,abortion
"@user when did God define anything? Right, you are just a bigot trying to stick to your closed-minded agenda. #bigot #SemST",0,abortion
Do to others whatever you would have them do to you. This is the law and the prophets.  Mt 7:12  #ProLifeYouth #SemST,1,abortion
It is the greatest of all mistakes to do nothing because you can only do little. Do what you can. | #humandignity #SemST,0,abortion
"@user I'm not surprised murder is legal in Israel, should be illegal in civilized countries like USA #SemST",1,abortion
Gov Brownback visits cities in #Kansas 2 sign new #bill  #woman #SemST,0,abortion
"#Hillary, Here's one Christian whose religion views will never ""adapt"" to include abortion. Abortion is murder. #SemST",1,abortion
God forbid you'd ever have to walk a mile in her shoes. Then you really might know what it's like to have to choose. #SemST,2,abortion
"@user Thanks to anti-choicers, women dealing with this may also face prosecution. #SemST",2,abortion
@user  @user All children except the millions that have been aborted #everylifematters #SemST,1,abortion
"deep-seated cultural codes, religious beliefs and structural biases have to be changed No, @user now what? #SemST",0,abortion
"@user Or another hypocrisy are  those who campaign for animal rights but are ""pro choice"" . #SemST",1,abortion
do you spend more in cares to animals than in charity? #LaudatoSi #SemST,0,abortion
I watched #AfterTiller and it gave me a whole new perspective on a woman's right to choose. #womensRights,2,abortion
Life is our first and most basic human right.,1,abortion
"Democrats are always AGAINST ""Personhood"" or what they perceive to be legislation to recognize #Personhood. Always. #Colorado #SemST",1,abortion
"Dear #SCOTUS, now that you deemed it constitutional to ""defend the rights of ALL people,"" can we get a ruling to abolish abortion? #SemST",1,abortion
"@user celebrates ""equality"" while 3000 unborn babies were killed today. Let's talk about a real inequality sir #LifeEquality #SemST",1,abortion
In church for a Pro-life meeting. I will be the voice for the unborn. #SaveTheBabiesBumpThemAnimals #GodIsLoveSoLoveWins!! #SemST,1,abortion
If #BlackLivesMatter why not black babies in the womb? Somehow their lives don't matter.... puzzled with that one. #catholic #SemST,1,abortion
Dear #BristolPalin. STOP. Just FUCKING STOP. You have choices. It's called #abortion. Take it or leave it but quit whining. #fem2 #SemST,2,abortion
.@giannaberettamo @user @user Happy feast of St. Gianna Beretta Molla! May she pray for us! #SemST,1,abortion
"@user ""Courage isn't living without fear.  Courage is being scared to death and doing the right thing anyway!""  #SemST",0,abortion
I truly believe that #BlackLivesMatter and that's why I'm against Planned Parenthood. #ycot #SemST,1,abortion
RT @user Save the Baby Humans! #WAAR #SemST,1,abortion
"on a side note, just because you think smtg is wrong, doesn't mean everyone else  have to live accd to your beliefs.. ^^ #SemST",0,abortion
"We all are sinners, but what right do humans have to kill another human being? Is that what God wanted us to do? #SCL #thoughts #SemST",1,abortion
"I'm pro choice for if you want to kill living babies, go right ahead. #SemST",2,abortion
#Prolife laws kill women. Real #feminists are #prochoice. Calling us #feminazi? Because of course you have no arguments. #fem2 #SemST,1,abortion
You know what's best You know what's best for your well being You know what's best for your life... # #SemST,0,abortion
I wonder if America will like focus on real issues now #starvingchildren #abuse #nationaldebt #terrorism #SemST,0,abortion
We should not deny the basic human right to life for unborn babies. #LifeWins #EndTheDiscrimination #SemST,1,abortion
Bad 2 days for #Kansas Conservatives #ksleg @user going 0-4 in courts #SCOTUSMarriage #SCOTUScare #schoolfunding #sweep #SemST,0,abortion
#cogar @user get more #questions on #d #ballott! #ireland's #dail is stuck. We'll #help! #drugswar #landwar #etc. #tanks,0,abortion
We are surprised at #SCOTUS ruling on marriage? Isn't this the the same government agency that legalized murder? #SemST,1,abortion
"In so many ways, to so many people around the world, America really IS the ""Great Satan"" #GayMarriage #Drugs #WakeUpAmerica #SemST",1,abortion
I refuse to let people like you shame and insult women for accessing healthcare. Sorry. Just no.,2,abortion
Definitely the #SCOTUS today has landed where women are. #Texas #clinics #issues #SemST,2,abortion
@user Like i said you are weak. We are strong!   #Christian  #WeWillOvercome #SemST,1,abortion
"@user I don't confuse ""right to life"" with 'right-to-use-someone's-body-without-consent'. Do you? #rapeculture #SemST",2,abortion
Way to go Mozambique.  Thank you for recognizing #Equality We should be allowed to make our own choices.  #SemST,1,abortion
"@user -there should be a ""stigma"" to butchering pre-born children - its a horrendous crime against humanity.  #murder",1,abortion
"#Mozambique's new penal code takes effect on Wednesday containing several significant new elements,including #decriminalisation of #SemST",1,abortion
@user  #DailyWordsOfWisdom Pat's best Hell is for children  still defines goverment #fostercare #adoption #SemST,1,abortion
Praying for that innocent lady. She's a victim too. I hope the execution will not proceed. #NoToDeathPenalty #SaveMaryJaneVeloso #SemST,0,abortion
Terrible golf last couple days! Goes down on the notes as one of these  #SemST,0,abortion
When Laws are passed by SCOTUS that defy a Gods laws it is always the children who suffer. God bless the children. #promarriage #SemST,1,abortion
"Im against abortion & i stand by my opinion. No, its NOT just a mass of cells. #SemST",1,abortion
RT @user RT @user Adopting a child shouldn't cost more than aborting one.   #adoptionclini... #SemST,1,abortion
Our spirits Live on - thru the FAMILY BLOODLINE  - ONCE YOUR Bloodline is Destroyed  - U WILL NEVER REINCARNATE AGAIN   #LGBT #SemST,0,abortion
That's like being into cannibalism but against abortion.comparing being against eggs but loving chicken. #cannibalism #analogy #SemST,1,abortion
It's so brilliant that #lovewins - now extend the equality to women's rights #abortionrights #SemST,2,abortion
ALSO what the fuck gives a man the right to tell a woman what to do with her body? If she wants to get an abortion so be it Texas. #SemST,2,abortion
"RT @user ""No law can give me the right to do what is wrong.""  -Abraham Lincoln",1,abortion
All babies are a blessing @user  thank you for loving what you been preaching #SemST,1,abortion
Just laid down the law on abortion in my bioethics class. #Catholic,1,abortion
"#SCOTUS decision on homosex'lity-based ""marriage"" carries as much moral authority as its past decision on Roe v. Wade: #Anti-Truth #SemST",1,abortion
"Dear Nuns, your advocacy of tax paying is weird. #war #Iraq #deathpenalty #taxespayforthistoo #TaxpayerPride #SemST",0,abortion
@user my hat is off to you for speaking out about something that is rarely discussed by anyone who has a voice. #SemST,0,abortion
A nation that kills its own children is a nation without hope. -Pope Saint John Paul II #ProLifeYouth #AllLivesMatter #SemST,1,abortion
like i really need to walk past a bunch of aborted babies to get into the union. get out of my peripheral #SemST,1,abortion
@user Not so great for the women you want to force to give birth against their wills. #rapeculture #SemST,2,abortion
"@user @user @user   thought it was just tissue"" #SemST",1,abortion
".@ChadCottle From 1.4 million/yr to 1.1 million/yr. The ONLY way to make them decline to <5,000/yr is by making abortion criminal #SemST",1,abortion
I will agree to gay marriage if you agree to pro-life and then adopt babies that would have been aborted.,1,abortion
"PlannedParentHood, their agenda is all about the money. Killing babies is big business & minority genocide is the result. #ccot #SemST",1,abortion
U don't have to be a religious to be pro-life. All u have to believe is that every life is sacred #SemST,1,abortion
"Is #America still ""One Nation Under God"" #violence #racism #samesex #LustWins #populationcontrol #hate #atheism #Secularism #SemST",1,abortion
How much do we really believe in equal rights for all mankind? #unborn #LoveWins #followthrough #SCOTUS #roevwade #science #SemST,1,abortion
The Constitution of Kenya 2010 is clear that abortion on demand is illegal.  #FIDA #SemST,1,abortion
We live in a world where people care more about religious rights than consent & reproductive rights....,2,abortion
